identifier,hardness,resistance,mapColorId,light,sound,hasCollision,randomTick,isAir,ignitedByLava,liquid,legacySolid
waxed_exposed_copper_chest,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_weathered_copper_chest,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_oxidized_copper_chest,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
copper_golem_statue,3.0,6.0,15,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
exposed_copper_golem_statue,3.0,6.0,44,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
weathered_copper_golem_statue,3.0,6.0,56,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
oxidized_copper_golem_statue,3.0,6.0,55,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
waxed_copper_golem_statue,3.0,6.0,15,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
waxed_exposed_copper_golem_statue,3.0,6.0,44,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
waxed_weathered_copper_golem_statue,3.0,6.0,56,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
waxed_oxidized_copper_golem_statue,3.0,6.0,55,0,COPPER_GOLEM_STATUE,true,false,false,false,false,false
lightning_rod,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
exposed_lightning_rod,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
weathered_lightning_rod,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
oxidized_lightning_rod,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_lightning_rod,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_exposed_lightning_rod,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_weathered_lightning_rod,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_oxidized_lightning_rod,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
pointed_dripstone,1.5,3.0,48,0,POINTED_DRIPSTONE,true,true,false,false,false,true
dripstone_block,1.5,1.0,48,0,DRIPSTONE_BLOCK,true,false,false,false,false,true
cave_vines,0.0,0.0,7,0,CAVE_VINES,false,true,false,false,false,false
cave_vines_plant,0.0,0.0,7,0,CAVE_VINES,false,false,false,false,false,false
spore_blossom,0.0,0.0,7,0,SPORE_BLOSSOM,false,false,false,false,false,false
azalea,0.0,0.0,7,0,AZALEA,true,false,false,false,false,false
flowering_azalea,0.0,0.0,7,0,FLOWERING_AZALEA,true,false,false,false,false,false
moss_carpet,0.1,0.1,27,0,MOSS_CARPET,true,false,false,false,false,false
pink_petals,0.0,0.0,7,0,PINK_PETALS,false,false,false,false,false,false
wildflowers,0.0,0.0,7,0,PINK_PETALS,false,false,false,false,false,false
leaf_litter,0.0,0.0,26,0,LEAF_LITTER,false,false,false,false,false,false
moss_block,0.1,0.1,27,0,MOSS,true,false,false,false,false,true
big_dripleaf,0.1,0.1,7,0,BIG_DRIPLEAF,true,false,false,false,false,false
big_dripleaf_stem,0.1,0.1,7,0,BIG_DRIPLEAF,false,false,false,false,false,false
small_dripleaf,0.0,0.0,7,0,SMALL_DRIPLEAF,false,false,false,false,false,false
hanging_roots,0.0,0.0,10,0,HANGING_ROOTS,false,false,false,true,false,false
rooted_dirt,0.5,0.5,10,0,ROOTED_DIRT,true,false,false,false,false,true
mud,0.5,0.5,45,0,MUD,true,false,false,false,false,true
deepslate,3.0,6.0,59,0,DEEPSLATE,true,false,false,false,false,true
cobbled_deepslate,3.5,6.0,59,0,DEEPSLATE,true,false,false,false,false,true
cobbled_deepslate_stairs,3.5,6.0,59,0,DEEPSLATE,true,false,false,false,false,true
cobbled_deepslate_slab,3.5,6.0,59,0,DEEPSLATE,true,false,false,false,false,true
cobbled_deepslate_wall,3.5,6.0,59,0,DEEPSLATE,true,false,false,false,false,true
polished_deepslate,3.5,6.0,59,0,POLISHED_DEEPSLATE,true,false,false,false,false,true
polished_deepslate_stairs,3.5,6.0,59,0,POLISHED_DEEPSLATE,true,false,false,false,false,true
polished_deepslate_slab,3.5,6.0,59,0,POLISHED_DEEPSLATE,true,false,false,false,false,true
polished_deepslate_wall,3.5,6.0,59,0,POLISHED_DEEPSLATE,true,false,false,false,false,true
deepslate_tiles,3.5,6.0,59,0,DEEPSLATE_TILES,true,false,false,false,false,true
deepslate_tile_stairs,3.5,6.0,59,0,DEEPSLATE_TILES,true,false,false,false,false,true
deepslate_tile_slab,3.5,6.0,59,0,DEEPSLATE_TILES,true,false,false,false,false,true
deepslate_tile_wall,3.5,6.0,59,0,DEEPSLATE_TILES,true,false,false,false,false,true
deepslate_bricks,3.5,6.0,59,0,DEEPSLATE_BRICKS,true,false,false,false,false,true
deepslate_brick_stairs,3.5,6.0,59,0,DEEPSLATE_BRICKS,true,false,false,false,false,true
deepslate_brick_slab,3.5,6.0,59,0,DEEPSLATE_BRICKS,true,false,false,false,false,true
deepslate_brick_wall,3.5,6.0,59,0,DEEPSLATE_BRICKS,true,false,false,false,false,true
chiseled_deepslate,3.5,6.0,59,0,DEEPSLATE_BRICKS,true,false,false,false,false,true
cracked_deepslate_bricks,3.5,6.0,59,0,DEEPSLATE_BRICKS,true,false,false,false,false,true
cracked_deepslate_tiles,3.5,6.0,59,0,DEEPSLATE_TILES,true,false,false,false,false,true
infested_deepslate,1.5,0.75,59,0,DEEPSLATE,true,false,false,false,false,true
smooth_basalt,1.25,4.2,29,0,BASALT,true,false,false,false,false,true
raw_iron_block,5.0,6.0,60,0,STONE,true,false,false,false,false,true
raw_copper_block,5.0,6.0,15,0,STONE,true,false,false,false,false,true
raw_gold_block,5.0,6.0,30,0,STONE,true,false,false,false,false,true
potted_azalea_bush,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_flowering_azalea_bush,0.0,0.0,0,0,STONE,true,false,false,false,false,false
ochre_froglight,0.3,0.3,2,15,FROGLIGHT,true,false,false,false,false,true
verdant_froglight,0.3,0.3,61,15,FROGLIGHT,true,false,false,false,false,true
pearlescent_froglight,0.3,0.3,20,15,FROGLIGHT,true,false,false,false,false,true
frogspawn,0.0,0.0,12,0,FROGSPAWN,false,false,false,false,false,false
reinforced_deepslate,55.0,1200.0,59,0,DEEPSLATE,true,false,false,false,false,true
decorated_pot,0.0,0.0,50,0,STONE,true,false,false,false,false,true
crafter,1.5,3.5,11,0,STONE,true,false,false,false,false,true
trial_spawner,50.0,50.0,11,0,TRIAL_SPAWNER,true,false,false,false,false,true
vault,50.0,50.0,11,6,VAULT,true,false,false,false,false,true
heavy_core,10.0,1200.0,6,0,HEAVY_CORE,true,false,false,false,false,false
pale_moss_block,0.1,0.1,22,0,MOSS,true,false,false,true,false,true
pale_moss_carpet,0.1,0.1,22,0,MOSS_CARPET,true,false,false,true,false,false
pale_hanging_moss,0.0,0.0,22,0,MOSS_CARPET,false,false,false,true,false,false
open_eyeblossom,0.0,0.0,15,0,GRASS,false,true,false,false,false,false
closed_eyeblossom,0.0,0.0,6,0,GRASS,false,true,false,false,false,false
potted_open_eyeblossom,0.0,0.0,0,0,STONE,true,true,false,false,false,false
potted_closed_eyeblossom,0.0,0.0,0,0,STONE,true,true,false,false,false,false
firefly_bush,0.0,0.0,7,2,SWEET_BERRY_BUSH,false,false,false,true,false,false
